source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
biotools,,GPCR Decoy Database (GDD),"The GDD, a GPCR Decoy Database, with its accompanying GPCR Ligand Library (GLL) have been compiled to help in GPCR docking. The main characteristics of GLL and GDD are:

Sets of ligands and decoys for 147 GPCR targets.
For each ligand, 39 decoys were drawn from ZINC ensuring physical similarity of six properties (molecular weight, formal charge, hydrogen bond donors and acceptors, rotatable bonds and logP), but structural dissimilarity.",https://cavasotto-lab.net/Databases/GDD/,,https://doi.org/10.1021/ci200412p,Compound libraries and screening; Computational chemistry; Medicinal chemistry,,,,,
biotools,,GPCR Panel,"GPCR target/ off-target/ site effect prediction using a docking approach, included body distribution database",https://gpcrpanel.cmdm.tw/index.html,,https://doi.org/10.1093/bioinformatics/btaa766,Computational chemistry; Drug discovery; Pharmacology,,,,,
biotools,,GPCR SARfari  BLAST Search,BLAST search of against GPCR domains stored in GPCR SARfari.,https://www.ebi.ac.uk/chembl/sarfari/gpcrsarfari/protein,,https://doi.org/10.1093/bioinformatics/btv010,Cheminformatics; Sequence similarity search,,,,,
biotools,,GPCR-SSFE,GPCR-Sequence-Structure-Feature-Extractor (SSFE). Provides template suggestions and homology models of Class A GPCRs. Identifies key sequence and structural motifs in Class A GPCRs to guide template selection and build homology models.,http://www.ssfa-7tmr.de/ssfe2/,,https://doi.org/10.1093/nar/gkx399,Molecular modelling; Protein fragment weight comparison; Protein modelling; Protein-ligand docking,,,,,
biotools,,GPCRchimeraDB,"GPCRchimeraDB: A database to support the design of novel chimeric G-Protein Coupled Receptors (GPCRs) to unravel signaling pathways, characterize key regions and facilitate the design of new receptors for drug discovery. It is the first database to centralize chimeric GPCRs into one central repository, offering extensive descriptions at the sequence, structural, and biophysical levels through user-friendly visualization tools, while linking them to their parent GPCRs. Furthermore, GPCRchimeraDB expands the description of natural GPCRs compared to existing databases like GPCRdb and IUPHAR by including their biophysical profiles and integrating an interactive sequence-structure (1D-3D) visualization tool which helps to keep an overview of the large amount of data. Finally, GPCRchimeraDB incorporates a sequence alignment tool that has been demonstrated to outperform the current state-of-the-art tool for non-conventional GPCRs, which are critical targets in drug discovery.",https://bio2byte.be/gpcrchimeradb,,https://doi.org/10.1016/j.jmb.2025.169164,Structural biology; Data deposition,,CC-BY-4.0,,,
biotools,,GPCRdb,"GPCRdb is a database and suite of tools for G protein-coupled receptors, providing structural data, sequence information, and tools for homology modeling and ligand analysis. It facilitates research on GPCRs and their interactions with ligands and other proteins.",https://gpcrdb.org/,,https://doi.org/10.1093/BIB/BBAF186,Drug discovery; Molecular modelling; Pharmacology; PTM localisation; Sequence classification; Transmembrane protein prediction; Virtual screening; Visualisation,,,,,curated
biotools,,GPCRDB,"GPCRdb contains reference data, interactive visualisation and experiment design tools for G protein-coupled receptors (GPCRs). GPCRdb curates sequence alignments, structures and receptor mutations from literature. Interactive diagrams visualise receptor residues (e.g. snakeplot and helix box plot) and relationships (e.g phylogenetic trees).",https://github.com/protwis/protwis,https://github.com/protwis/protwis,https://doi.org/10.1093/nar/gkv1178,Binding sites; Molecular modelling; Structural biology; Alignment; Classification; Protein modelling; Sequence clustering; Sequence comparison; Sequence motif comparison,,Free of charge,protwis/protwis,,github-topics
biotools,,GPCRM,"Predict structures of G-protein-coupled receptors (GPCRs) using advanced homology modeling tools: profile-profile alignment, multiple structural templates, and Z coordinate-based filtering of resulting models. Two distinct loop modeling techniques are employed - Modeller and Rosetta - and the BCL::Score (membrane-fitted knowledge-based energy function) is used to score the final ranking list of GPCR models.",http://gpcrm.biomodellab.eu,,https://doi.org/10.1093/nar/gky429,Molecular modelling; Protein modelling; Sequence profile alignment,,,,,
biotools,,GPCRmd,"GPCRmd uncovers the dynamics of the 3D-GPCRome.

The online resource for GPCR simulations.

GPCRmd is an online platform with web-based visualization capabilities and a comprehensive analysis toolbox that allows scientists from any discipline to visualize, inspect, and analyse GPCR molecular dynamics.",http://gpcrmd.org/,,https://doi.org/10.1101/839597,Medicinal chemistry; Molecular dynamics; Essential dynamics; Molecular dynamics; Sequence classification; Transmembrane protein prediction,,,,,
biotools,,GPCRsignal,GPCRsignal: web server for analysis of the interface between G protein-coupled receptors and their effector proteins by dynamics and mutations.,https://gpcrsignal.biomodellab.eu/,,https://doi.org/10.1093/nar/gkab434,Molecular dynamics; Molecular dynamics; Protein modelling; Sequence classification; Simulation analysis; Transmembrane protein prediction,,Free of charge,,,
biotools,,GPCRVS,Machine learning based webtool for predicting the activity of compounds and their interactions with G protein-coupled receptors (GPCRs).,https://gpcrvs.chem.uw.edu.pl/,,https://doi.org/10.3390/ijms26052160,Computational chemistry,,,,,
biotools,,GPGPUFRAGFOLD,GPUFRAGFOLD is a CUDA ACELERATED Protein Structure Prediction Tool.,http://bioinfadmin.cs.ucl.ac.uk/downloads/gpufragfold/,,,Molecular modelling; Prediction; Protein structure prediction; Sequence assembly; Structure prediction,,,,,
biotools,,GproteinDb,Tool providing comprehensive information about G proteins.,https://gproteindb.org/,,https://doi.org/10.1093/nar/gkab852,Structural biology,,Free of charge,,,
biotools,,GPSE,"Whole-Genome Sequencing and Bioinformatics Analysis of Apiotrichum mycotoxinivorans.

Genome-scaled Prediction of Substrate-specific Enzymes The workflow:.

Before run GPSE to a genome or a dataset of sequences, users should carefully modify the GPSEcfg.py file and change every path according to the system!.",https://github.com/JinyuanSun/GPSE,https://github.com/JinyuanSun/GPSE,https://doi.org/10.3389/FMICB.2020.01866,Molecular modelling; Gene tree construction; Molecular docking; Protein modelling; Virulence prediction,,MIT,jinyuansun/gpse,,
biotools,,GPU-CASSERT,The GPU-based implementation of the CASSERT algorithm for protein 3D structure similarity searching. The algorithm is based on the two-phase alignment of protein structures when matching fragments of compared proteins.,http://zti.polsl.pl/dmrozek/science/gpucassert/cassert.htm,,https://doi.org/10.1007/s00894-014-2067-1,Structural biology; Structure alignment,,,,,
biotools,,GPU.proton.DOCK,Tool for in silico prediction of protein-protein interactions via ultrafast docking that considers electrostatic interactions and proton equilibria effects on the docking partners.,http://gpudock.orgchm.bas.bg/,,,Molecular modelling; Molecular docking; Protein interaction analysis; Protein interaction prediction; Protein-ligand docking; Protein-protein interaction prediction,,,,,
biotools,,gQSPSim,"A SimBiology-Based GUI for Standardized QSP Model Development and Application.

version 1.0.2 (74.9 MB) by Iraj Hosseini.

https://github.com/feigelman/gQSPsim-release.

The app is used for QSP Modeling and Simulation.",https://www.mathworks.com/matlabcentral/fileexchange/73631-gqspsim,,https://doi.org/10.1002/PSP4.12494,Pharmacology; Modelling and simulation; Standardisation and normalisation; Visualisation,,,,,
biotools,,gr Predictor,A Deep-Learning Model for Predicting the Hydration Structures around Proteins.,https://github.com/YoshidomeGroup-Hydration/gr-predictor,https://github.com/YoshidomeGroup-Hydration/gr-predictor,https://doi.org/10.1021/acs.jcim.2c00987,Molecular dynamics; Molecular dynamics; Protein modelling,,GPL-3.0,yoshidomegroup-hydration/gr-predictor,,
biotools,,GR-Align,Fast heuristic procedure for aligning/comparing protein structures according to the Contact Map Opverlap maximization (CMO) paradigm. The algorithm is based on a Needleman-Wunch algorithm where the cost for matching two residues is their graphlet degree similarity.,http://bio-nets.doc.ic.ac.uk/home/software/gralign/,,https://doi.org/10.1093/bioinformatics/btu020,Structural biology; Structure alignment,,,,,
biotools,,GraBCas,Tool for predicting granzyme B and caspase cleavage sites.,http://www.uniklinikum-saarland.de/einrichtungen/fachrichtungen/humangenetik/software/,,https://doi.org/10.1093/nar/gki433,Binding sites; Protein binding site prediction; Protein cleavage site prediction; Protein feature detection; Splice site prediction,,,,,
biotools,,GradPose,Gadient descent-based tool for superimposing millions of protein structures from computational simulations.,https://github.com/X-lab-3D/GradPose,https://github.com/X-lab-3D/GradPose,https://doi.org/10.1093/bioinformatics/btad444,Molecular dynamics; Molecular modelling; Molecular docking; Molecular dynamics; Phasing; Protein modelling; Structure alignment,,Apache-2.0,x-lab-3d/gradpose,,
biotools,,GRALL,"The Glycine Receptor Allosteric Ligands Library (GRALL).

GRALL – [IFM] LABORATOIRE D’INGÉNIERIE DES FONCTIONS MOLÉCULAIRES.",https://ifm.chimie.unistra.fr/grall,,https://doi.org/10.1093/BIOINFORMATICS/BTAA170,Drug discovery; Pharmacology; Binding site prediction; Information extraction; Virtual screening,,,,,
biotools,,GRAMM-X,GRAMM-X is a protein docking server.,http://vakser.bioinformatics.ku.edu/resources/gramm/grammx,,,Molecular modelling; Molecular docking; Protein modelling; Protein structure prediction; Protein-ligand docking,,,,,
biotools,,grand,"A Python Module for Grand Canonical Water Sampling in OpenMM.

grand : Grand Canonical Water Sampling in OpenMM.

This Python module is designed to be run with OpenMM in order to simulate grand canonical Monte Carlo (GCMC) insertion and deletion moves of water molecules. This allows the particle number to vary according to a fixed chemical potential, and offers enhanced sampling of water molecules in occluded binding sites. The theory behind our work on GCMC sampling can be found in the References section below.",https://github.com/essex-lab/grand,https://github.com/essex-lab/grand,https://doi.org/10.1021/ACS.JCIM.0C00648,Molecular dynamics; Molecular dynamics; Molecular surface calculation; Virtual screening,,MIT,essex-lab/grand,,github-topics
biotools,,Graph2MDA,A multi-modal variational graph embedding model for predicting microbe-drug associations.,https://github.com/moen-hyb/Graph2MDA,https://github.com/moen-hyb/Graph2MDA,https://doi.org/10.1093/BIOINFORMATICS/BTAB792,Pharmacology; Network analysis; Scatter plot plotting,,Not licensed,moen-hyb/graph2mda,,
biotools,,GraphBind,"Protein structural context embedded rules learned by hierarchical graph neural networks for recognizing nucleic-acid-binding residues.

We collect two nucleic acid-binding protein benchmark datasets from BioLiP database(1), and split them to the training and test sets according to the release date. In addition, we compare GraphBind with state-of-the-art methods for predicting small ligand-binding residues, including Ca2+, Mn2+, Mg2+, ATP and HEME.

GraphBind only predicts one protein chain once, please input 1-character chain ID (case sensitive) in the text boxes.",http://www.csbio.sjtu.edu.cn/bioinf/GraphBind/,,https://doi.org/10.1093/nar/gkab044,Binding sites; Binding site prediction; Nucleic acid feature detection; Nucleic acid structure prediction; Protein structure validation; Splitting,,,,,
biotools,,GraphDRP,Graph convolutional networks for drug response prediction.,https://github.com/hauldhut/GraphDRP,https://github.com/hauldhut/GraphDRP,https://doi.org/10.1101/2020.04.07.030908,Drug discovery; Network analysis; Standardisation and normalisation,,Apache-2.0,hauldhut/graphdrp,,
biotools,,GraphDTA,"Predicting drug-target binding affinity with graph neural networks.

GraphDTA post-hoc analysis scripts.",https://github.com/thinng/GraphDTA,https://github.com/thinng/GraphDTA,https://doi.org/10.1093/BIOINFORMATICS/BTAA921,Medicinal chemistry; Network analysis; Protein-protein docking; Virtual screening,,,thinng/graphdta,,
biotools,,GraphRBF,Protein-protein and protein-nucleic acid binding site prediction via interpretable hierarchical geometric deep learning,http://www.liulab.top/GraphRBF,,,Binding sites,,GPL-3.0,,,
biotools,,GraphSite,GraphSite is a novel framework for sequence-based protein-DNA binding site prediction using graph transformer and predicted protein structures from AlphaFold2.,https://github.com/biomed-AI/GraphSite,https://github.com/biomed-AI/GraphSite,https://doi.org/10.1093/BIB/BBAB564,Binding sites; DNA binding site prediction; DNA-binding protein prediction; Protein secondary structure prediction; Protein structure prediction; Protein-protein binding site prediction,,Not licensed,biomed-ai/graphsite,,
biotools,,GRaSP-py,"A graph-based residue neighborhood strategy to predict binding sites.

The discovery of protein-ligand-binding sites is a major step for elucidating protein function and for investigating new functional roles. Detecting protein-ligand-binding sites experimentally is time-consuming and expensive.",https://github.com/charles-abreu/GRaSP,https://github.com/charles-abreu/GRaSP,https://doi.org/10.1093/BIOINFORMATICS/BTAA805,Binding sites; Ligand-binding site prediction; Protein property calculation; Protein-protein binding site prediction,,,charles-abreu/grasp,,
biotools,,GRaSP-web,A machine learning strategy to predict binding sites based on residue neighborhood graphs.,https://github.com/charles-abreu/GRaSP,https://github.com/charles-abreu/GRaSP,https://doi.org/10.1093/nar/gkac323,Binding sites; Medicinal chemistry; Binding site prediction; Protein interaction prediction; Protein structure prediction; Salt bridge calculation; Small molecule design,,Not licensed,charles-abreu/grasp,,
biotools,,GraSR,Fast protein structure comparison through effective representation learning with contrastive graph neural networks.,https://github.com/chunqiux/GraSR,https://github.com/chunqiux/GraSR,https://doi.org/10.1371/journal.pcbi.1009986,Molecular modelling; Fold recognition; Protein structure comparison; Protein-protein docking; Structure alignment,,Apache-2.0,chunqiux/grasr,,
biotools,,GRcalculator,Online tool for calculating and mining dose–response data.,http://www.grcalculator.org/grcalculator/,,https://doi.org/10.1186/s12885-017-3689-3,Medicinal chemistry; Calculation,,,,,
biotools,,GRE4Zn,"Novel computational program to characterize the zinc-binding sites in protein structures, by restricting the distances between zinc and its coordinating atoms.",http://gre4zn.biocuckoo.org/,,https://doi.org/10.1016/j.bbapap.2013.03.001,Binding sites; Protein binding site prediction,,,,,
biotools,,GRGMF,"A graph regularized generalized matrix factorization model for predicting links in biomedical bipartite networks.

This code is the implementation of GRGMF, which is both CPU and CUDA compatible(CUDA is preferred).",https://github.com/happyalfred2016/GRGMF,https://github.com/happyalfred2016/GRGMF,https://doi.org/10.1093/BIOINFORMATICS/BTAA157,Drug discovery; Network analysis; Promoter prediction; miRNA target prediction,,GPL-2.0,happyalfred2016/grgmf,,
biotools,,GriddingMachine,Database and software for Earth system modeling at global and regional scales.,https://github.com/Yujie-W/python-griddingmachine,https://github.com/Yujie-W/python-griddingmachine,https://doi.org/10.1038/s41597-022-01346-x,Biophysics; Data retrieval; Ecological modelling; Standardisation and normalisation,,Apache-2.0,yujie-w/python-griddingmachine,,
biotools,,gridSolvate,"A Web Server for the Prediction of Biomolecular Hydration Properties.

The gridSolvate program predicts the distribution of hydration sites within proteins. Input data is provided as an atomistic model of a protein structure in PDB-like format.",https://gsolvate.biomod.cent.uw.edu.pl,,https://doi.org/10.1021/ACS.JCIM.0C00779,Molecular modelling; Molecular docking; Molecular surface calculation; Protein feature detection; Protein modelling; Protein structure validation,,,,,
biotools,,GRmetrics,Functions for calculating and visualizing growth-rate inhibition (GR) metrics.,https://bioconductor.org/packages/GRmetrics,,https://doi.org/10.6084/m9.figshare.4244408.v1,Drug discovery; Calculation; Visualisation,,GPL-3.0,,,
biotools,,GRO2LAM,GROMACS to LAMMPS  (GRO2LAM) - converter for molecular dynamics software.,https://github.com/hernanchavezthielemann/GRO2LAM,https://github.com/hernanchavezthielemann/GRO2LAM,https://doi.org/10.1007/S00894-019-4011-X,Molecular dynamics; Molecular dynamics,,MIT,hernanchavezthielemann/gro2lam,,
biotools,,Gro2mat,Package that allows fast and easy access to Gromacs output files from Matlab.,http://www.stats.ox.ac.uk/research/proteins/resources,,,Computational chemistry; Molecular dynamics; Formatting; Molecular dynamics,,,,,
biotools,,Gromacs,"Versatile package to perform molecular dynamics, i.e. simulate the Newtonian equations of motion for systems with hundreds to millions of particles. It is primarily designed for biochemical molecules like proteins, lipids and nucleic acids that have a lot of complicated bonded interactions, but since it is extremely fast at calculating the nonbonded interactions (that usually dominate simulations) many groups are also using it for research on non-biological systems, e.g. polymers.",http://www.gromacs.org/,,https://doi.org/10.1016/j.softx.2015.06.001,Molecular dynamics; Molecular dynamics,,LGPL-2.1,,,curated
biotools,,grunifai,"Interactive multiparameter optimization of molecules in a continuous vector space.

gruenif.ai is a web application for interactive multi-parameter optimization of molecules in a continous vector space.

A web application is best explained through a live demo. Please watch our video for a detailed explanation of the functionality: Showcase.

In its current form grünifai is commposed of multiple microservices. We recommend the use of Docker to compose all microservises into one running environment.",https://github.com/jrwnter/gruenifai,https://github.com/jrwnter/gruenifai,https://doi.org/10.1093/BIOINFORMATICS/BTAA271,Drug discovery; Visualisation,,MIT,jrwnter/gruenifai,,
biotools,,GS-SMD,GS-SMD server for steered molecular dynamics of peptide substrates in the active site of the γ-secretase complex.,https://gs-smd.biomodellab.eu/,,https://doi.org/10.1093/nar/gkad409,Molecular dynamics; Molecular dynamics; Sequence trimming; Simulation analysis; Trajectory visualization,,Free of charge,,,
biotools,,GSFM,GSFM is a computational framework for evaluating drug efficacy by transforming pharmacotranscriptomic profiles into genome-scale functional modules. It improves robustness and accuracy compared to other methods and identified candidate therapeutic agents validated through in vitro and in vivo experiments.,https://github.com/LXY1201/GSFM,https://github.com/LXY1201/GSFM,https://doi.org/10.1016/J.APSB.2024.08.017,Drug discovery; Gene expression profiling; Quantification; Virtual screening,,,lxy1201/gsfm,,
biotools,,GSPA,Gene set proximity analysis (GSPA) is a method for identifying critical gene sets in functional genetic datasets using low-dimensional gene embeddings.,https://github.com/henrycousins/gspa,https://github.com/henrycousins/gspa,https://doi.org/10.1093/bioinformatics/btac735,Pharmacology; Differential gene expression profiling; Gene-set enrichment analysis; Protein-protein interaction analysis,,BSD-3-Clause,henrycousins/gspa,,
biotools,,GTalign,"GTalign is a software tool for rapid and accurate protein structure alignment and search, leveraging spatial structure indexing for optimized superposition. It offers a significant speedup and improved accuracy compared to existing aligners, facilitating various biological research applications.",https://github.com/minmarg/gtalign-evaluation,https://github.com/minmarg/gtalign-evaluation,https://doi.org/10.1038/S41467-024-51669-Z,Drug discovery; Protein design; Protein secondary structure comparison; Protein threading; Small molecule design; Structure alignment,,,minmarg/gtalign-evaluation,,
biotools,,GTDB,"an integrated resource for glycosyltransferase sequences and annotations.

Glycosyltransferases (GTs), a large class of carbohydrate-active enzymes, adds glycosyl moieties to various substrates to generate multiple bioactive compounds, including natural products with pharmaceutical or agrochemical values. Here, we first collected comprehensive information on GTs, including amino acid sequences, coding region sequences, available tertiary structures, protein classification families, catalytic reactions and metabolic pathways. Then, we developed sequence search and molecular docking processes for GTs, resulting in a GTs database (GTDB). In the present study, 520 179 GTs from approximately 21 647 species that involved in 394 kinds of different reactions were deposited in GTDB",https://www.biosino.org/gtdb/,,https://doi.org/10.1093/DATABASE/BAAA047,Molecular modelling; Data retrieval; Database search; Deposition; Molecular docking; Sequence annotation,,,,,
biotools,,GUARDD,"Tool designed to organize, automate, and enhance the analytical procedures which operate on CPMG RD NMR data.",https://research.cbc.osu.edu/foster.281/software/#GUARDD,,,Molecular dynamics; Analysis,,,,,
biotools,,GuidingNet,"revealing transcriptional cofactor and predicting binding for DNA methyltransferase by network regularization.

GuidingNet is a method to reveal transcriptional cofactor and predict binding for DNA methyltransferase by network regularization.",https://github.com/AMSSwanglab/GuidingNet,https://github.com/AMSSwanglab/GuidingNet,https://doi.org/10.1101/2020.06.02.129445,Binding sites; PTM site prediction; Protein interaction prediction; Sequence motif recognition; Transcription factor binding site prediction,,,amsswanglab/guidingnet,,
biotools,,GWOVina,"A grey wolf optimization approach to rigid and flexible receptor docking.

Computational Biology and Bioinformatics Lab (CBBio).

Department of Computer and Information Science.

GWOVina - Fast Protein-Ligand Docking Tool based on GWO and AutoDock Vina.",https://cbbio.cis.um.edu.mo/software/gwovina,,https://doi.org/10.1111/cbdd.13764,Compound libraries and screening; Medicinal chemistry; Molecular modelling; Protein-ligand docking; Protein-protein docking; Side chain modelling,,,,,
biotools,,GWYRE,A Resource for Mapping Variants onto Experimental and Modeled Structures of Human Protein Complexes.,http://www.gwyre.org,,https://doi.org/10.1016/j.jmb.2022.167608,Molecular modelling; Essential dynamics; Genotyping; Protein modelling; Protein-protein docking; Variant effect prediction,,Free of charge,,,
biotools,,Gypsum-DL,Program for preparing small-molecule libraries for structure-based virtual screening.,https://git.durrantlab.pitt.edu/jdurrant/gypsum_dl/,,https://doi.org/10.1186/S13321-019-0358-3,Compound libraries and screening; Molecular modelling; Protein-ligand docking,,Apache-2.0,,,
biotools,,H++,"Automated tool for computing pK values of ionizable groups in macromolecules and adding missing hydrogen atoms according to the specified pH of the environment. Given a (PDB) structure file on input, H++ outputs the completed structure in several common formats (PDB, PQR, AMBER inpcrd/prmtop) and provides a set of tools useful for analysis of electrostatic-related molecular properties.",http://biophysics.cs.vt.edu/H++,,https://doi.org/10.1093/nar/gki464,Molecular dynamics; Molecular modelling; Modelling and simulation; Molecular dynamics simulation; Nucleic acid structure prediction; Protein modelling; Protein modelling (side chains),,,,,
biotools,,H-RACS,"A handy tool to rank anti-cancer synergistic drugs.

H-RACS is designed to predict synergistic drug combinations based on drug features and basal expression profiling of cancer context. The advantages of H-RACS lie in 1) excellent performance with minimum data input compared to peers; 2) abundant cancer context built-in covering 928 cell lines of 24 cancers; 3) unique and outstanding extendibility to new drug combinations and new cell lines.",http://www.badd-cao.net/h-racs,,https://doi.org/10.18632/AGING.103925,Medicinal chemistry; Standardisation and normalisation,,,,,
biotools,,h4HiChIP-Peaks,"a HiChIP peak calling algorithm.

This package can be used to find enriched peak regions from HiChIP datasets that can then be used as an input to available loop calling tools or to do differential peak analysis.",https://github.com/ChenfuShi/HiChIP_peaks,https://github.com/ChenfuShi/HiChIP_peaks,https://doi.org/10.1093/BIOINFORMATICS/BTAA202,Binding sites; Essential dynamics; Peak calling; Peak detection; Visualisation,,BSD-3-Clause,chenfushi/hichip_peaks,,
biotools,,HAC-Net,A hybrid attention-based convolutional neural network for highly accurate protein-ligand binding affinity prediction.,https://pypi.org/project/HACNet/,,https://doi.org/10.1021/acs.jcim.3c00251,Drug discovery; Molecular modelling; Aggregation; Protein-ligand docking; Small molecule design,,MIT,,,
biotools,,HADDOCK3,HADDOCK3 is a modular platform for integrative modeling of biomolecular complexes that incorporates experimental data to guide protein-protein docking. It is freely available and comes with a user guide and GitHub repository.,http://www.bonvinlab.org/haddock3-user-manual,,https://doi.org/10.1101/2025.04.30.651432,Biophysics; Molecular modelling; Protein-protein docking,,,,,
biotools,,HAMdb,Database of human autophagy modulators with specific pathway and disease information.,http://hamdb.scbdd.com/,,https://doi.org/10.1186/s13321-018-0289-4,Cheminformatics; Database search,,CC-BY-4.0,,,
biotools,,HAPredictor,HApredictor is an HA-specific prediction tool which showed disease prediction accuracy comparable to other publicly available prediction software.,http://www.ncbi.nlm.nih.gov/CBBresearch/Przytycka/index.cgi#hapredictor,,https://doi.org/10.1016/j.jmb.2013.07.037,Structural biology; Protein function prediction,,,,,
biotools,,HARIBOSS,A curated database of RNA-small molecules structures to aid rational drug design.,http://hariboss.pasteur.cloud,,https://doi.org/10.1093/bioinformatics/btac483,Medicinal chemistry; Protein-ligand docking; Small molecule design; Visualisation,,Free of charge,,,
biotools,,Harmony,Harmony is a server to assess the compatibility of an amino acid sequence with a proposed three-dimensional structure.,http://caps.ncbs.res.in/harmony/,,https://doi.org/10.1093/nar/gkl314,Structural biology; Hydrogen bond calculation; Protein model validation; Protein modelling; Protein structure assignment; Protein structure prediction,,,,,
biotools,,HARP,"A database of structural impacts of systematic missense mutations in drug targets of <i>Mycobacterium leprae</i>.

Last updated on September 22, 2020.

HARP - A Web Resource for Predicted Structural Impacts of Anti-microbial Resistance Mutations in Leprosy.

HARP (a database of Hansen's Disease Antimicrobial Resistance Profiles) is an integrated web-resource with predicted structural implications of systematic mis-sense mutations in known drug targets of Mycobacterium leprae.",https://harp-leprosy.org,,https://doi.org/10.1016/J.CSBJ.2020.11.013,Molecular modelling; Antimicrobial resistance prediction; Molecular docking; Nucleic acid folding analysis; Query and retrieval; Variant effect prediction,,,,,
biotools,,HASP,"Server designed as a scientific tool for researchers to visualize their phylogenetic, biochemical, and immunological HA data in the three-dimensional context of the HA structure, in the hopes that the context may help researchers better interpret their data and generate new hypotheses.",http://exon.niaid.nih.gov/HASP.html,,,Molecular modelling; Protein modelling; Protein structure prediction,,,,,
biotools,,HASTEN,"HASTEN is a tool that makes it easier to run machine learning boosted virtual screening workflows. It is written in very general Python without relying in non-standard libraries so it is easy to run in any Python environment

Currently only chemprop is supported as machine learning method, but it is easy to write Shell-scripts to plug-in your own methods. Glide from Schrodinger is supported in this version, but the same applies here: it should be easy to plug-in your own docking program. Do note that the HASTEN assumes that the smaller the docking score, the better the score.

There is also simulation mode, which allows you to run benchmarks using existing docking_scores without in reality doing anything in 3D. This mode can be useful when adjusting the machine learning parameters.",https://github.com/TuomoKalliokoski/HASTEN,https://github.com/TuomoKalliokoski/HASTEN,https://doi.org/10.1002/MINF.202100089,Drug discovery; Molecular modelling; Protein-protein docking; Splitting; Virtual screening,,Other,tuomokalliokoski/hasten,,
biotools,,HawkDock,Web server to predict and analyze the protein-protein complex based on computational docking and MM/GBSA.,http://cadd.zju.edu.cn/hawkdock/,,https://doi.org/10.1093/NAR/GKZ397,Molecular modelling; Protein interaction prediction; Protein-ligand docking; Protein-protein docking,,Unlicense,,,
biotools,,HCA-Vision,HCA-Vision is an automated image analysis software package developed by CSIRO that rapidly and reproducibly measures and reports on important cell features for drug discovery.,http://www.hca-vision.com/,,https://doi.org/10.1177/1087057110382894,Drug discovery; Image analysis,,,,,
biotools,,HCASE,"Hilbert-Curve Assisted Structure Embedding Method.

Hilbert-Curve Assisted Structure Embedding (HCASE) Method.

This repository contains source code of the Hilbert-Curve Assisted Structure Embedding (HCASE) method. The method and a proof-of-concept study has been published as a preprint and can be accessed here: https://chemrxiv.org/articles/Hilbert-Curve_Assisted_Structure_Embedding_Method/11911296 .",https://github.com/ncats/hcase,https://github.com/ncats/hcase,https://doi.org/10.26434/CHEMRXIV.11911296.V1,Compound libraries and screening; Medicinal chemistry; Clustering; Dimensionality reduction; Scaffolding; Visualisation,,MIT,ncats/hcase,,
biotools,,HCDT,HCDT (Highly Confident Drug-Target Database) is a combined database that provides validated associations between drugs and target genes.,http://hainmu-biobigdata.com/hcdt,,https://doi.org/10.1093/database/baac101,Drug discovery; Database search; Pathway analysis; Virtual screening,,Other,,,
biotools,,HCovDock,An efficient docking method for modeling covalent protein-ligand interactions.,http://huanglab.phys.hust.edu.cn/hcovdock/,,https://doi.org/10.1093/bib/bbac559,Drug discovery; Molecular modelling; Hydrogen bond calculation; Protein-ligand docking; Protein-protein docking; Side chain modelling; Small molecule design,,Free of charge,,,
biotools,,HCVIVdb,A specialized and medically-oriented database of published variations observed within the internal ribosome entry site (IRES) variants in hepatitis C virus.,http://www.hcvivdb.org/,,https://doi.org/10.1186/s12866-016-0804-6,Structural biology; Sequence database search (by property),,Free of charge,,,
biotools,,HCVpred,"A web server for predicting the bioactivity of hepatitis C virus NS5B inhibitors.

A web server for predicting the bioactivity of HCV NS5B inhibitors.

Enter your input molecule(s) in SMILES notation Insert example data.",https://github.com/chaninlab/hcvpred/,https://github.com/chaninlab/hcvpred/,https://doi.org/10.1002/JCC.26223,Medicinal chemistry; Pharmacology; Box-Whisker plot plotting; Essential dynamics; Principal component visualisation; Virtual screening,,,chaninlab/hcvpred,,
biotools,,HDAC3i-Finder,"A Machine Learning-based Computational Tool to Screen for HDAC3 Inhibitors.

HDAC3i-Finder is a python GUI application for virtually screening for HDAC3 inhibitors with a thoroughly validated machine-learning model 'XGBoost_Morgan2', i.e. the model built with XGBoost as the algorithm and Morgan2 fingerprints as features. It was designed to run on any Windows-based machine.",https://github.com/jwxia2014/HDAC3i-Finder,https://github.com/jwxia2014/HDAC3i-Finder,https://doi.org/10.1002/MINF.202000105,Cheminformatics; Compound libraries and screening; Virtual screening,,GPL-3.0,jwxia2014/hdac3i-finder,,
biotools,,HDOCK,Protein-protein and protein-DNA/RNA docking based on a hybrid algorithm of template-based modeling and ab initio free docking.,http://hdock.phys.hust.edu.cn/,,https://doi.org/10.1093/nar/gkx407,Molecular modelling; Ab initio structure prediction; Molecular docking; Protein binding site prediction,,,,,
